episode,phase,episode_reward_sum,router_alpha,gate_entropy,gate_max,gate_static_weight,gate_balance_loss,expert_usage_l1_delta,actor_grad_norm,policy_loss,lr_experts,lr_router,expert_0_mean,expert_1_mean,expert_2_mean,expert_3_mean,expert_4_mean,primary/load_tracking/nmbe_pct,primary/load_tracking/cv_rmse_pct,primary/thermal_comfort/portfolio_exceedance_pct
1,router_only,-28493.58291631937,0.5,1.224378165602684,0.6015240967273712,0.6015240967273712,0.0033181891834829003,0.0,0.08303774548694491,-0.0004407389758853242,0.0,0.0001,0.21911867149174213,0.20186842679977418,0.30316953286528586,0.13337560705840587,0.14246776588261129,-0.5834803561269655,35.50292658200742,23.112903225806452
2,router_only,-27859.876167953014,0.503333330154419,1.217185440659523,0.6035791963338852,0.6035791963338852,0.0029257944552227855,0.03986430503427983,0.08635906334966421,-0.0002395888019236736,0.0,0.0001,0.2139378122985363,0.20728556327521802,0.31209625080227854,0.11862431354820728,0.1480560638010502,0.007904414418099637,35.28049386986349,22.704301075268816
3,router_only,-26287.30211853981,0.5066666603088379,1.1974040001630784,0.6094463303685188,0.6094463303685188,0.002326377830468118,0.051093652844428974,0.09393671974539756,-0.0008045832342759241,0.0,0.0001,0.20403681211173536,0.21520157232880593,0.3297270677983761,0.10405528508126735,0.14697926566004754,0.15696474425437534,35.188842298831204,21.483870967741936
4,router_only,-25563.62072455883,0.5099999904632568,1.1655136674642563,0.617194989323616,0.617194989323616,0.001686274612438865,0.07146051283925778,0.10540159419178963,-0.0015089076565345748,0.0,0.0001,0.1927918653935194,0.22675682790577412,0.3539020657539368,0.09076945539563894,0.13577978275716304,0.16436928866179204,34.447225751346124,20.768817204301076
5,router_only,-25027.77285718918,0.5133333206176758,1.12592611014843,0.6265495538711547,0.6265495538711547,0.0013175714673707261,0.06024395339190956,0.1168564347550273,-0.0016129425261169673,0.0,0.0001,0.1826485749334097,0.22540898732841014,0.3840240493416786,0.08116578944027424,0.12675260994583368,0.5873420322072354,34.24511187919307,20.56989247311828
6,router_only,-23541.455719947815,0.5166666507720947,1.092063418030739,0.6343722745776177,0.6343722745776177,0.0013103590375976638,0.047319554537534725,0.10354358367621899,-0.0012469463094021195,0.0,0.0001,0.17706409022212027,0.2165085978806019,0.40768382474780085,0.07261849120259285,0.12612500321120024,1.1457937894174814,34.500551324370235,19.63440860215054
7,router_only,-23553.563882648945,0.5199999809265137,1.0291667520999908,0.6480946198105813,0.6480946198105813,0.0018603199103381484,0.08152159648016095,0.11423743646591902,-0.0017045450811565388,0.0,0.0001,0.1684641234576702,0.20290053226053714,0.4484446205198765,0.06456999992951751,0.1156207261607051,1.3365929898223252,33.82987006723345,19.537634408602152
8,router_only,-22139.259218931198,0.5233333110809326,0.9788022294640542,0.6562252819538117,0.6562252819538117,0.002794231430743821,0.06583430562168355,0.11706801652908325,-0.0017546495189890265,0.0,0.0001,0.1632370635867119,0.1896260656416416,0.48136177510023115,0.06019230438396335,0.1055827971547842,1.4305309521827956,33.63329468925707,18.413978494623656
9,router_only,-22548.379095435143,0.5266666412353516,0.9162923336029053,0.6641744241118431,0.6641744241118431,0.004539150139316916,0.07373675620183348,0.09605756420642138,-0.0016084794900962152,0.0,0.0001,0.15599911026656627,0.1737795054912567,0.5182301521301269,0.05610651578754187,0.09588472004979849,1.4253927218333562,33.10676840432084,18.564516129032256
10,router_only,-21385.29939496517,0.5299999713897705,0.8734505772590637,0.6676344335079193,0.6676344335079193,0.006042637303471566,0.0472292364574969,0.09389921631664037,-0.001300013247600873,0.0,0.0001,0.15114955976605415,0.1628838524222374,0.5418447703123093,0.05403935955837369,0.09008246157318353,1.4658132022634418,33.08605312793183,17.973118279569892
