fairness_rank,experiment,fairness_rank_score,objective,site_energy_rank,site_energy_rank_score,peak_demand_rank,peak_demand_rank_score,peak_to_valley_ratio_rank,peak_to_valley_ratio_rank_score,load_factor_rank,load_factor_rank_score,system_ramping_rank,system_ramping_rank_score
,mappo_grouped_tarmac_hybrid_gated_vt_500_final2,,load_factor,,,,,,,53.0,53.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_seed2,,load_factor,,,,,,,54.0,54.0,,
,mappo_standard_vt_500_final3,,load_factor,,,,,,,55.0,55.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_B_hvac_nslmean_vt_500_seed2,,load_factor,,,,,,,56.0,56.0,,
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_5f_linear_vt_500_seed0,,load_factor,,,,,,,57.0,57.0,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_seed3,,load_factor,,,,,,,58.0,58.0,,
,mappo_grouped_tarmac_hybrid_vt_500_final2,,load_factor,,,,,,,59.0,59.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_B_hvac_nslmean_vt_500_seed0,,load_factor,,,,,,,60.0,60.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_E_hvac_nslmax_vt_500_seed0,,load_factor,,,,,,,61.0,61.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_4f_linear_vt_500_seed3,,load_factor,,,,,,,62.0,62.0,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_seed2,,load_factor,,,,,,,63.0,63.0,,
,mappo_grouped_tarmac_soc6f_agglomerative_linear_vt_500_seed0,,load_factor,,,,,,,64.0,64.0,,
,mappo_grouped_tarmac_soft_router_vt_500_final_balanced_temperature0.7_warmup50,,load_factor,,,,,,,65.0,65.0,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_seed1,,load_factor,,,,,,,66.0,66.0,,
,mappo_grouped_tarmac_soc6f_agglomerative_linear_vt_500_seed42,,load_factor,,,,,,,67.0,67.0,,
,mappo_grouped_comm_v2_vt_500_final2,,load_factor,,,,,,,68.0,68.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_H_heatmean_tempstd_vt_500_seed0,,load_factor,,,,,,,69.0,69.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_B_hvac_nslmean_vt_500_seed1,,load_factor,,,,,,,70.0,70.0,,
,mappo_grouped_powernet_global_gmm_static_operational_vt_500_final,,load_factor,,,,,,,71.0,71.0,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_freeze200_temp05_prior1_vt_500_seed0,,load_factor,,,,,,,72.0,72.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_4f_linear_vt_500_seed2,,load_factor,,,,,,,73.0,73.0,,
,mappo_grouped_powernet_global_agglomerative_capacity_load_5f_vt_500_final,,load_factor,,,,,,,74.0,74.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed3,,load_factor,,,,,,,75.0,75.0,,
,mappo_grouped_tarmac_soft_router_vt_500_final_sharp_temperature_0.5_warmup_50,,load_factor,,,,,,,76.0,76.0,,
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_5f_linear_vt_500_seed42,,load_factor,,,,,,,77.0,77.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_E_hvac_nslmax_vt_500_seed1,,load_factor,,,,,,,78.0,78.0,,
,mappo_grouped_tarmac_hybrid_kmeans_capacity_load_5f_linear_vt_500_seed0,,load_factor,,,,,,,79.0,79.0,,
,mappo_grouped_commnet_vt_500_final2,,load_factor,,,,,,,80.0,80.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_F_heatmax_nslmax_vt_500_seed0,,load_factor,,,,,,,81.0,81.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed1,,load_factor,,,,,,,82.0,82.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_H_heatmean_tempstd_vt_500_seed1,,load_factor,,,,,,,83.0,83.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_static_operational_vt_500_final,,load_factor,,,,,,,84.0,84.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_seed1,,load_factor,,,,,,,85.0,85.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed2,,load_factor,,,,,,,86.0,86.0,,
,mappo_grouped_tarmac_energy4f_agglomerative_linear_vt_500_seed1,,load_factor,,,,,,,87.0,87.0,,
,mappo_grouped_tarmac_soft_router_agglomerative_5f_capacity_router_vt_500_final,,load_factor,,,,,,,88.0,88.0,,
,mappo_grouped_tarmac_hybrid_linear_vt_500_final2,,load_factor,,,,,,,89.0,89.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_seed3,,load_factor,,,,,,,90.0,90.0,,
,mappo_grouped_tarmac_soft_router_vt_500_final_stable_temperature_1_warmup_100,,load_factor,,,,,,,91.0,91.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_D_heatmean_nslmax_vt_500_seed2,,load_factor,,,,,,,92.0,92.0,,
,mappo_grouped_tarmac_soft_router_agglomerative_5f_capacity_router_prior05_vt_500_final,,load_factor,,,,,,,93.0,93.0,,
,mappo_grouped_tarmac_hybrid_kmeans_capacity_load_5f_linear_vt_500_final,,load_factor,,,,,,,94.0,94.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_comfort15_binary30_degree10_seed1,,load_factor,,,,,,,95.0,95.0,,
,mappo_grouped_tarmac_hybrid_gmm_capacity_load_5f_linear_vt_500_final,,load_factor,,,,,,,96.0,96.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_C_heatmax_nslmean_vt_500_seed2,,load_factor,,,,,,,97.0,97.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_G_heatmean_comfort_vt_500_seed1,,load_factor,,,,,,,98.0,98.0,,
,mappo_grouped_powernet_global_agglomerative_capacity_load_4f_vt_500_final,,load_factor,,,,,,,99.0,99.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed0,,load_factor,,,,,,,100.0,100.0,,
,mappo_grouped_vt_500_final3,,load_factor,,,,,,,101.0,101.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_4f_linear_vt_500_final,,load_factor,,,,,,,102.0,102.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_comfort15_binary30_degree10_seed2,,load_factor,,,,,,,103.0,103.0,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_seed0,,load_factor,,,,,,,104.0,104.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed2,,load_factor,,,,,,,105.0,105.0,,
,mappo_grouped_tarmac_energy4f_agglomerative_linear_vt_500_seed42,,load_factor,,,,,,,106.0,106.0,,
,mappo_grouped_tarmac_hybrid_kmeans_operational_profile_vt_500_final,,load_factor,,,,,,,107.0,107.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed2,,load_factor,,,,,,,108.0,108.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_E_hvac_nslmax_vt_500_seed2,,load_factor,,,,,,,109.0,109.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_4f_linear_vt_500_seed1,,load_factor,,,,,,,110.0,110.0,,
,mappo_grouped_tarmac_soft_router_agglomerative_5f_no_capacity_router_vt_500_final,,load_factor,,,,,,,111.0,111.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed1,,load_factor,,,,,,,112.0,112.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_H_heatmean_tempstd_vt_500_seed2,,load_factor,,,,,,,113.0,113.0,,
,mappo_grouped_tarmac_soft_router_three_stage_shared_3f_vt_1500_seed42,,load_factor,,,,,,,114.0,114.0,,
,mappo_grouped_powernet_global_agglomerative_static_operational_vt_500_final,,load_factor,,,,,,,115.0,115.0,,
,mappo_grouped_dial_vt_500_final2,,load_factor,,,,,,,116.0,116.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_seed0,,load_factor,,,,,,,117.0,117.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_comfort15_binary30_degree10_seed0,,load_factor,,,,,,,118.0,118.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_comfort15_binary30_degree10_seed1,,load_factor,,,,,,,119.0,119.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed0,,load_factor,,,,,,,120.0,120.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed2,,load_factor,,,,,,,121.0,121.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_comfort15_binary30_degree10_seed2,,load_factor,,,,,,,122.0,122.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_seed1,,load_factor,,,,,,,123.0,123.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed2,,load_factor,,,,,,,124.0,124.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_seed2,,load_factor,,,,,,,125.0,125.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed1,,load_factor,,,,,,,126.0,126.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed1,,load_factor,,,,,,,127.0,127.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed0,,load_factor,,,,,,,128.0,128.0,,
,mappo_grouped_tarmac_soc_regrouping_source_3f_vt_january,,load_factor,,,,,,,129.0,129.0,,
,rbc_baseline_vt_february,,load_factor,,,,,,,130.0,129.0,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_comfort15_binary30_degree10_seed0,,system_ramping,,,,,,,,,1.0,1.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed1,,system_ramping,,,,,,,,,2.0,2.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed2,,system_ramping,,,,,,,,,3.0,3.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_comfort15_binary30_degree10_seed1,,system_ramping,,,,,,,,,4.0,4.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed1,,system_ramping,,,,,,,,,5.0,5.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_seed2,,system_ramping,,,,,,,,,6.0,6.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_seed0,,system_ramping,,,,,,,,,7.0,7.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_seed1,,system_ramping,,,,,,,,,8.0,8.0
,rllib_sac_vt_500_final2,,system_ramping,,,,,,,,,9.0,9.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed0,,system_ramping,,,,,,,,,10.0,10.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_comfort15_binary30_degree10_seed2,,system_ramping,,,,,,,,,11.0,11.0
,rllib_independent_ppo_vt_80_final2,,system_ramping,,,,,,,,,12.0,12.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed2,,system_ramping,,,,,,,,,13.0,13.0
,mappo_grouped_comm_weighted_default_vt_500_final2,,system_ramping,,,,,,,,,14.0,14.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed0,,system_ramping,,,,,,,,,15.0,15.0
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_3f_linear_vt_500_seed0,,system_ramping,,,,,,,,,16.0,16.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_G_heatmean_comfort_vt_500_seed2,,system_ramping,,,,,,,,,17.0,17.0
,mappo_grouped_commnet_vt_500_final2,,system_ramping,,,,,,,,,18.0,18.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_C_heatmax_nslmean_vt_500_seed0,,system_ramping,,,,,,,,,19.0,19.0
,mappo_grouped_comm_weighted_a090_b010_vt_500_final2,,system_ramping,,,,,,,,,20.0,20.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_G_heatmean_comfort_vt_500_seed0,,system_ramping,,,,,,,,,21.0,21.0
,mappo_grouped_powernet_global_gmm_static_operational_vt_500_final,,system_ramping,,,,,,,,,22.0,22.0
,mappo_grouped_powernet_global_kmeans_capacity_load_5f_vt_500_final,,system_ramping,,,,,,,,,23.0,23.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_I_no_capacity_comfort_vt_500_seed0,,system_ramping,,,,,,,,,24.0,24.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed3,,system_ramping,,,,,,,,,25.0,25.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed0,,system_ramping,,,,,,,,,26.0,26.0
,mappo_grouped_tarmac_hybrid_vt_500_final2,,system_ramping,,,,,,,,,27.0,27.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_E_hvac_nslmax_vt_500_seed0,,system_ramping,,,,,,,,,28.0,28.0
,mappo_grouped_tarmac_soft_router_vt_500_final_balanced_temperature0.7_warmup50,,system_ramping,,,,,,,,,29.0,29.0
,mappo_grouped_powernet_vt_500_final2,,system_ramping,,,,,,,,,30.0,30.0
,mappo_grouped_tarmac_hybrid_gmm_capacity_load_5f_linear_vt_500_seed1,,system_ramping,,,,,,,,,31.0,31.0
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_seed3,,system_ramping,,,,,,,,,32.0,32.0
,mappo_grouped_comm_weighted_a055_b045_vt_500_final2,,system_ramping,,,,,,,,,33.0,33.0
,mappo_grouped_tarmac_energy4f_agglomerative_linear_vt_500_seed0,,system_ramping,,,,,,,,,34.0,34.0
,mappo_grouped_tarmac_soft_router_full_expert_stable_heads_3f_vt_seed0,,system_ramping,,,,,,,,,35.0,35.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_H_heatmean_tempstd_vt_500_seed0,,system_ramping,,,,,,,,,36.0,36.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_F_heatmax_nslmax_vt_500_seed0,,system_ramping,,,,,,,,,37.0,37.0
,mappo_grouped_tarmac_soft_router_vt_500_final_sharp_temperature_0.5_warmup_50,,system_ramping,,,,,,,,,38.0,38.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed1,,system_ramping,,,,,,,,,39.0,39.0
,mappo_grouped_tarmac_soc6f_agglomerative_linear_vt_500_seed1,,system_ramping,,,,,,,,,40.0,40.0
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_3f_linear_vt_500_seed42,,system_ramping,,,,,,,,,41.0,41.0
,mappo_grouped_tarmac_soft_router_full_expert_stable_heads_3f_vt_seed42,,system_ramping,,,,,,,,,42.0,42.0
,mappo_grouped_tarmac_soc6f_agglomerative_linear_vt_500_seed42,,system_ramping,,,,,,,,,43.0,43.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_final,,system_ramping,,,,,,,,,44.0,44.0
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_final,,system_ramping,,,,,,,,,45.0,45.0
,mappo_grouped_powernet_global_kmeans_static_extended_vt_500_final,,system_ramping,,,,,,,,,46.0,46.0
,mappo_grouped_tarmac_soft_router_agglomerative_5f_capacity_router_temp05_vt_500_final,,system_ramping,,,,,,,,,47.0,47.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_4f_linear_vt_500_seed3,,system_ramping,,,,,,,,,48.0,48.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed2,,system_ramping,,,,,,,,,49.0,49.0
,mappo_grouped_powernet_global_vt_500_final2,,system_ramping,,,,,,,,,50.0,50.0
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_seed1,,system_ramping,,,,,,,,,51.0,51.0
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_5f_linear_vt_500_seed1,,system_ramping,,,,,,,,,52.0,52.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_I_no_capacity_comfort_vt_500_seed1,,system_ramping,,,,,,,,,53.0,53.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_D_heatmean_nslmax_vt_500_seed1,,system_ramping,,,,,,,,,54.0,54.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_F_heatmax_nslmax_vt_500_seed2,,system_ramping,,,,,,,,,55.0,55.0
,mappo_grouped_tarmac_hybrid_kmeans_static_extended_vt_500_final,,system_ramping,,,,,,,,,56.0,56.0
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_seed2,,system_ramping,,,,,,,,,57.0,57.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_C_heatmax_nslmean_vt_500_seed1,,system_ramping,,,,,,,,,58.0,58.0
,mappo_grouped_powernet_global_agglomerative_capacity_load_3f_vt_500_final,,system_ramping,,,,,,,,,59.0,59.0
,mappo_grouped_tarmac_vt_500_final2,,system_ramping,,,,,,,,,60.0,60.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_final,,system_ramping,,,,,,,,,61.0,61.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_I_no_capacity_comfort_vt_500_seed2,,system_ramping,,,,,,,,,62.0,62.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_E_hvac_nslmax_vt_500_seed1,,system_ramping,,,,,,,,,63.0,63.0
,mappo_grouped_tarmac_soft_router_agglomerative_5f_capacity_router_prior05_vt_500_final,,system_ramping,,,,,,,,,64.0,64.0
,mappo_grouped_tarmac_hybrid_gated_vt_500_final2,,system_ramping,,,,,,,,,65.0,65.0
,mappo_grouped_tarmac_soft_router_full_expert_stable_heads_3f_vt_seed1,,system_ramping,,,,,,,,,66.0,66.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed1,,system_ramping,,,,,,,,,67.0,67.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_seed0,,system_ramping,,,,,,,,,68.0,68.0
,mappo_grouped_powernet_global_gmm_capacity_load_5f_vt_500_final,,system_ramping,,,,,,,,,69.0,69.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_D_heatmean_nslmax_vt_500_seed0,,system_ramping,,,,,,,,,70.0,70.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed2,,system_ramping,,,,,,,,,71.0,71.0
,mappo_grouped_tarmac_hybrid_gmm_capacity_load_5f_linear_vt_500_seed0,,system_ramping,,,,,,,,,72.0,72.0
,mappo_grouped_comm_v2_vt_500_final2,,system_ramping,,,,,,,,,73.0,73.0
,mappo_grouped_tarmac_soft_router_agglomerative_5f_capacity_router_vt_500_final,,system_ramping,,,,,,,,,74.0,74.0
,mappo_grouped_dial_vt_500_final2,,system_ramping,,,,,,,,,75.0,75.0
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_freeze200_temp07_prior07_vt_500_final,,system_ramping,,,,,,,,,76.0,76.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_seed1,,system_ramping,,,,,,,,,77.0,77.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed1,,system_ramping,,,,,,,,,78.0,78.0
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_5f_linear_vt_500_seed42,,system_ramping,,,,,,,,,79.0,79.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_F_heatmax_nslmax_vt_500_seed1,,system_ramping,,,,,,,,,80.0,80.0
,mappo_grouped_tarmac_soft_router_agglomerative_5f_no_capacity_router_vt_500_final,,system_ramping,,,,,,,,,81.0,81.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_seed3,,system_ramping,,,,,,,,,82.0,82.0
,mappo_standard_vt_500_final3,,system_ramping,,,,,,,,,83.0,83.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_G_heatmean_comfort_vt_500_seed1,,system_ramping,,,,,,,,,84.0,84.0
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_freeze200_temp05_prior1_no_capacity_vt_500_final,,system_ramping,,,,,,,,,85.0,85.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_comfort15_binary30_degree10_seed1,,system_ramping,,,,,,,,,86.0,86.0
,mappo_grouped_tarmac_soft_router_vt_500_final_stable_temperature_1_warmup_100,,system_ramping,,,,,,,,,87.0,87.0
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_freeze200_temp05_prior1_vt_500_seed0,,system_ramping,,,,,,,,,88.0,88.0
,mappo_grouped_tarmac_hybrid_kmeans_capacity_load_5f_linear_vt_500_final,,system_ramping,,,,,,,,,89.0,89.0
,mappo_grouped_tarmac_energy4f_agglomerative_linear_vt_500_seed1,,system_ramping,,,,,,,,,90.0,90.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_comfort15_binary30_degree10_seed0,,system_ramping,,,,,,,,,91.0,91.0
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_3f_linear_vt_500_seed1,,system_ramping,,,,,,,,,92.0,92.0
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_5f_linear_vt_500_seed0,,system_ramping,,,,,,,,,93.0,93.0
,mappo_grouped_powernet_global_agglomerative_capacity_load_5f_vt_500_final,,system_ramping,,,,,,,,,94.0,94.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed0,,system_ramping,,,,,,,,,95.0,95.0
,mappo_grouped_vt_500_final3,,system_ramping,,,,,,,,,96.0,96.0
,mappo_grouped_tarmac_soft_router_three_stage_full_expert_3f_vt_seed42,,system_ramping,,,,,,,,,97.0,97.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_4f_linear_vt_500_seed2,,system_ramping,,,,,,,,,98.0,98.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_B_hvac_nslmean_vt_500_seed2,,system_ramping,,,,,,,,,99.0,99.0
,mappo_grouped_tarmac_soc6f_agglomerative_linear_vt_500_seed0,,system_ramping,,,,,,,,,100.0,100.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_B_hvac_nslmean_vt_500_seed1,,system_ramping,,,,,,,,,101.0,101.0
,mappo_grouped_tarmac_hybrid_linear_vt_500_final2,,system_ramping,,,,,,,,,102.0,102.0
,mappo_grouped_powernet_global_agglomerative_capacity_load_4f_vt_500_final,,system_ramping,,,,,,,,,103.0,103.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_B_hvac_nslmean_vt_500_seed0,,system_ramping,,,,,,,,,104.0,104.0
,mappo_grouped_tarmac_hybrid_gmm_static_operational_vt_500_final,,system_ramping,,,,,,,,,105.0,105.0
,mappo_grouped_tarmac_soft_router_three_stage_shared_3f_vt_1500_seed42,,system_ramping,,,,,,,,,106.0,106.0
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_freeze200_temp05_prior1_vt_500_final,,system_ramping,,,,,,,,,107.0,107.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed0,,system_ramping,,,,,,,,,108.0,108.0
,mappo_grouped_tarmac_hybrid_kmeans_operational_profile_vt_500_final,,system_ramping,,,,,,,,,109.0,109.0
,mappo_grouped_gat_vt_500_final2,,system_ramping,,,,,,,,,110.0,110.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_4f_linear_vt_500_seed1,,system_ramping,,,,,,,,,111.0,111.0
,mappo_grouped_tarmac_hybrid_kmeans_capacity_load_5f_linear_vt_500_seed0,,system_ramping,,,,,,,,,112.0,112.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_H_heatmean_tempstd_vt_500_seed1,,system_ramping,,,,,,,,,113.0,113.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_comfort15_binary30_degree10_seed2,,system_ramping,,,,,,,,,114.0,114.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_C_heatmax_nslmean_vt_500_seed2,,system_ramping,,,,,,,,,115.0,115.0
,mappo_grouped_powernet_global_kmeans_operational_profile_vt_500_final,,system_ramping,,,,,,,,,116.0,116.0
,mappo_grouped_tarmac_hybrid_kmeans_capacity_load_5f_linear_vt_500_seed1,,system_ramping,,,,,,,,,117.0,117.0
,mappo_grouped_tarmac_hybrid_agglomerative_static_operational_vt_500_final,,system_ramping,,,,,,,,,118.0,118.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_seed2,,system_ramping,,,,,,,,,119.0,119.0
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_seed0,,system_ramping,,,,,,,,,120.0,120.0
,mappo_grouped_powernet_global_agglomerative_static_operational_vt_500_final,,system_ramping,,,,,,,,,121.0,121.0
,mappo_grouped_tarmac_hybrid_agglomerative_3f_H_heatmean_tempstd_vt_500_seed2,,system_ramping,,,,,,,,,122.0,122.0
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed2,,system_ramping,,,,,,,,,123.0,123.0
