fairness_rank,experiment,fairness_rank_score,objective,site_energy_rank,site_energy_rank_score,peak_demand_rank,peak_demand_rank_score,peak_to_valley_ratio_rank,peak_to_valley_ratio_rank_score,load_factor_rank,load_factor_rank_score,system_ramping_rank,system_ramping_rank_score
1.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_B_hvac_nslmean_vt_500_seed2,3.3333,fairness,,,,,,,,,,
2.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_C_heatmax_nslmean_vt_500_seed1,3.6667,fairness,,,,,,,,,,
3.0,mappo_grouped_tarmac_hybrid_vt_500_final2,3.6667,fairness,,,,,,,,,,
4.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_B_hvac_nslmean_vt_500_seed0,5.3333,fairness,,,,,,,,,,
5.0,mappo_grouped_vt_500_final3,5.3333,fairness,,,,,,,,,,
6.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_C_heatmax_nslmean_vt_500_seed0,9.3333,fairness,,,,,,,,,,
7.0,mappo_grouped_tarmac_soft_router_full_expert_stable_heads_3f_vt_seed42,10.6667,fairness,,,,,,,,,,
8.0,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_final,15.3333,fairness,,,,,,,,,,
9.0,mappo_grouped_tarmac_hybrid_kmeans_static_extended_vt_500_final,16.3333,fairness,,,,,,,,,,
10.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_E_hvac_nslmax_vt_500_seed0,17.3333,fairness,,,,,,,,,,
11.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed2,19.3333,fairness,,,,,,,,,,
12.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed1,19.6667,fairness,,,,,,,,,,
13.0,mappo_grouped_tarmac_vt_500_final2,21.6667,fairness,,,,,,,,,,
14.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_E_hvac_nslmax_vt_500_seed1,22.6667,fairness,,,,,,,,,,
15.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_D_heatmean_nslmax_vt_500_seed0,23.0,fairness,,,,,,,,,,
16.0,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_seed1,23.0,fairness,,,,,,,,,,
17.0,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_5f_linear_vt_500_seed42,23.6667,fairness,,,,,,,,,,
18.0,mappo_grouped_tarmac_energy4f_agglomerative_linear_vt_500_seed1,24.6667,fairness,,,,,,,,,,
19.0,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_seed2,25.6667,fairness,,,,,,,,,,
20.0,mappo_grouped_tarmac_soft_router_twostage_3f_expert_freeze200_temp05_prior1_no_capacity_vt_500_final,26.0,fairness,,,,,,,,,,
21.0,mappo_grouped_tarmac_hybrid_gmm_capacity_load_5f_linear_vt_500_final,26.3333,fairness,,,,,,,,,,
22.0,mappo_grouped_tarmac_soft_router_twostage_3f_expert_freeze200_temp07_prior07_vt_500_final,26.3333,fairness,,,,,,,,,,
23.0,mappo_grouped_tarmac_hybrid_agglomerative_static_operational_vt_500_final,27.0,fairness,,,,,,,,,,
24.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_final,30.0,fairness,,,,,,,,,,
25.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_seed1,30.0,fairness,,,,,,,,,,
26.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_seed2,31.0,fairness,,,,,,,,,,
27.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_I_no_capacity_comfort_vt_500_seed0,31.6667,fairness,,,,,,,,,,
28.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed1,33.6667,fairness,,,,,,,,,,
29.0,mappo_grouped_tarmac_soft_router_agglomerative_5f_capacity_router_prior05_vt_500_final,33.6667,fairness,,,,,,,,,,
30.0,mappo_grouped_tarmac_soft_router_twostage_3f_expert_freeze200_temp05_prior1_vt_500_final,33.6667,fairness,,,,,,,,,,
31.0,mappo_grouped_tarmac_hybrid_kmeans_capacity_load_5f_linear_vt_500_seed1,34.6667,fairness,,,,,,,,,,
32.0,mappo_grouped_powernet_global_agglomerative_capacity_load_5f_vt_500_final,35.0,fairness,,,,,,,,,,
33.0,mappo_grouped_tarmac_soft_router_full_expert_stable_heads_3f_vt_seed1,35.3333,fairness,,,,,,,,,,
34.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_C_heatmax_nslmean_vt_500_seed2,36.0,fairness,,,,,,,,,,
35.0,mappo_grouped_tarmac_hybrid_linear_vt_500_final2,36.6667,fairness,,,,,,,,,,
36.0,mappo_grouped_tarmac_hybrid_gated_vt_500_final2,38.0,fairness,,,,,,,,,,
37.0,mappo_grouped_tarmac_hybrid_gmm_capacity_load_5f_linear_vt_500_seed1,38.0,fairness,,,,,,,,,,
38.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_E_hvac_nslmax_vt_500_seed2,38.3333,fairness,,,,,,,,,,
39.0,mappo_grouped_tarmac_hybrid_kmeans_capacity_load_5f_linear_vt_500_seed0,39.3333,fairness,,,,,,,,,,
40.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_4f_linear_vt_500_seed3,41.0,fairness,,,,,,,,,,
41.0,mappo_grouped_tarmac_soft_router_twostage_3f_expert_freeze200_temp05_prior1_vt_500_seed0,42.0,fairness,,,,,,,,,,
42.0,mappo_standard_vt_500_final3,42.0,fairness,,,,,,,,,,
43.0,mappo_grouped_powernet_global_gmm_capacity_load_5f_vt_500_final,42.6667,fairness,,,,,,,,,,
44.0,mappo_grouped_tarmac_soft_router_agglomerative_5f_no_capacity_router_vt_500_final,43.3333,fairness,,,,,,,,,,
45.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_F_heatmax_nslmax_vt_500_seed2,45.0,fairness,,,,,,,,,,
46.0,mappo_grouped_tarmac_soft_router_three_stage_shared_3f_vt_1500_seed42,45.0,fairness,,,,,,,,,,
47.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_4f_linear_vt_500_seed2,45.6667,fairness,,,,,,,,,,
48.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_F_heatmax_nslmax_vt_500_seed0,46.0,fairness,,,,,,,,,,
49.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_seed0,46.6667,fairness,,,,,,,,,,
50.0,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_seed3,48.0,fairness,,,,,,,,,,
51.0,mappo_grouped_comm_weighted_a055_b045_vt_500_final2,50.6667,fairness,,,,,,,,,,
52.0,mappo_grouped_tarmac_soft_router_full_expert_stable_heads_3f_vt_seed0,51.3333,fairness,,,,,,,,,,
53.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed3,54.3333,fairness,,,,,,,,,,
54.0,mappo_grouped_tarmac_energy4f_agglomerative_linear_vt_500_seed0,56.0,fairness,,,,,,,,,,
55.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_F_heatmax_nslmax_vt_500_seed1,56.6667,fairness,,,,,,,,,,
56.0,mappo_grouped_tarmac_soft_router_agglomerative_5f_capacity_router_vt_500_final,57.3333,fairness,,,,,,,,,,
57.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_G_heatmean_comfort_vt_500_seed1,57.6667,fairness,,,,,,,,,,
58.0,mappo_grouped_tarmac_hybrid_gmm_capacity_load_5f_linear_vt_500_seed0,58.0,fairness,,,,,,,,,,
59.0,mappo_grouped_powernet_global_kmeans_capacity_load_5f_vt_500_final,59.0,fairness,,,,,,,,,,
60.0,mappo_grouped_tarmac_energy4f_agglomerative_linear_vt_500_seed42,59.0,fairness,,,,,,,,,,
61.0,mappo_grouped_tarmac_hybrid_kmeans_operational_profile_vt_500_final,59.0,fairness,,,,,,,,,,
62.0,mappo_grouped_powernet_global_vt_500_final2,60.6667,fairness,,,,,,,,,,
63.0,mappo_grouped_comm_v2_vt_500_final2,61.0,fairness,,,,,,,,,,
64.0,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_3f_linear_vt_500_seed42,61.3333,fairness,,,,,,,,,,
65.0,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_3f_linear_vt_500_seed0,63.3333,fairness,,,,,,,,,,
66.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_comfort15_binary30_degree10_seed2,64.0,fairness,,,,,,,,,,
67.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_H_heatmean_tempstd_vt_500_seed1,65.3333,fairness,,,,,,,,,,
68.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_comfort15_binary30_degree10_seed1,66.0,fairness,,,,,,,,,,
69.0,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_seed0,67.3333,fairness,,,,,,,,,,
70.0,mappo_grouped_powernet_global_kmeans_operational_profile_vt_500_final,67.6667,fairness,,,,,,,,,,
71.0,mappo_grouped_tarmac_soft_router_vt_500_final_sharp_temperature_0.5_warmup_50,68.0,fairness,,,,,,,,,,
72.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_D_heatmean_nslmax_vt_500_seed1,68.3333,fairness,,,,,,,,,,
73.0,mappo_grouped_powernet_global_kmeans_static_extended_vt_500_final,70.3333,fairness,,,,,,,,,,
74.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_4f_linear_vt_500_seed1,70.3333,fairness,,,,,,,,,,
75.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_final,70.6667,fairness,,,,,,,,,,
76.0,mappo_grouped_tarmac_soft_router_agglomerative_5f_capacity_router_temp05_vt_500_final,70.6667,fairness,,,,,,,,,,
77.0,mappo_grouped_powernet_vt_500_final2,71.3333,fairness,,,,,,,,,,
78.0,mappo_grouped_comm_weighted_default_vt_500_final2,72.6667,fairness,,,,,,,,,,
79.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed0,72.6667,fairness,,,,,,,,,,
80.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_B_hvac_nslmean_vt_500_seed1,73.0,fairness,,,,,,,,,,
81.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_4f_linear_vt_500_final,74.3333,fairness,,,,,,,,,,
82.0,mappo_grouped_tarmac_hybrid_kmeans_capacity_load_5f_linear_vt_500_final,74.6667,fairness,,,,,,,,,,
83.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed2,75.6667,fairness,,,,,,,,,,
84.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_G_heatmean_comfort_vt_500_seed2,78.3333,fairness,,,,,,,,,,
85.0,mappo_grouped_powernet_global_agglomerative_capacity_load_3f_vt_500_final,79.0,fairness,,,,,,,,,,
86.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_H_heatmean_tempstd_vt_500_seed2,79.6667,fairness,,,,,,,,,,
87.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_seed3,80.3333,fairness,,,,,,,,,,
88.0,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_3f_linear_vt_500_seed1,82.3333,fairness,,,,,,,,,,
89.0,mappo_grouped_tarmac_soft_router_vt_500_final_stable_temperature_1_warmup_100,85.3333,fairness,,,,,,,,,,
90.0,mappo_grouped_dial_vt_500_final2,86.0,fairness,,,,,,,,,,
91.0,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_5f_linear_vt_500_seed0,87.0,fairness,,,,,,,,,,
92.0,mappo_grouped_gat_vt_500_final2,87.6667,fairness,,,,,,,,,,
93.0,mappo_grouped_tarmac_soft_router_three_stage_full_expert_3f_vt_seed42,88.6667,fairness,,,,,,,,,,
94.0,mappo_grouped_comm_weighted_a090_b010_vt_500_final2,89.6667,fairness,,,,,,,,,,
95.0,mappo_grouped_commnet_vt_500_final2,89.6667,fairness,,,,,,,,,,
96.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed0,92.0,fairness,,,,,,,,,,
97.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_comfort15_binary30_degree10_seed0,92.3333,fairness,,,,,,,,,,
98.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_comfort15_binary30_degree10_seed2,94.0,fairness,,,,,,,,,,
99.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_seed1,97.0,fairness,,,,,,,,,,
100.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed2,97.6667,fairness,,,,,,,,,,
101.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_I_no_capacity_comfort_vt_500_seed1,98.0,fairness,,,,,,,,,,
102.0,mappo_grouped_tarmac_hybrid_gmm_static_operational_vt_500_final,99.6667,fairness,,,,,,,,,,
103.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed0,100.6667,fairness,,,,,,,,,,
104.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed2,103.0,fairness,,,,,,,,,,
105.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed2,103.6667,fairness,,,,,,,,,,
106.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_comfort15_binary30_degree10_seed0,105.3333,fairness,,,,,,,,,,
107.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_seed0,107.3333,fairness,,,,,,,,,,
108.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_seed2,107.6667,fairness,,,,,,,,,,
109.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed1,109.6667,fairness,,,,,,,,,,
110.0,mappo_grouped_powernet_global_gmm_static_operational_vt_500_final,110.6667,fairness,,,,,,,,,,
111.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed1,111.0,fairness,,,,,,,,,,
112.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_I_no_capacity_comfort_vt_500_seed2,111.6667,fairness,,,,,,,,,,
113.0,mappo_grouped_powernet_global_agglomerative_static_operational_vt_500_final,112.0,fairness,,,,,,,,,,
114.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_G_heatmean_comfort_vt_500_seed0,113.0,fairness,,,,,,,,,,
115.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_comfort15_binary30_degree10_seed1,113.3333,fairness,,,,,,,,,,
116.0,mappo_grouped_tarmac_soc6f_agglomerative_linear_vt_500_seed42,113.3333,fairness,,,,,,,,,,
117.0,mappo_grouped_tarmac_soc6f_agglomerative_linear_vt_500_seed0,115.0,fairness,,,,,,,,,,
118.0,mappo_grouped_powernet_global_agglomerative_capacity_load_4f_vt_500_final,116.6667,fairness,,,,,,,,,,
119.0,mappo_grouped_tarmac_soc6f_agglomerative_linear_vt_500_seed1,117.0,fairness,,,,,,,,,,
120.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_D_heatmean_nslmax_vt_500_seed2,118.0,fairness,,,,,,,,,,
121.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed1,120.6667,fairness,,,,,,,,,,
122.0,mappo_grouped_tarmac_soft_router_vt_500_final_balanced_temperature0.7_warmup50,121.6667,fairness,,,,,,,,,,
123.0,mappo_grouped_tarmac_hybrid_agglomerative_3f_H_heatmean_tempstd_vt_500_seed0,123.0,fairness,,,,,,,,,,
124.0,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_5f_linear_vt_500_seed1,125.0,fairness,,,,,,,,,,
125.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed0,125.3333,fairness,,,,,,,,,,
126.0,rllib_sac_vt_500_final2,125.6667,fairness,,,,,,,,,,
127.0,rllib_independent_ppo_vt_80_final2,126.0,fairness,,,,,,,,,,
128.0,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed0,128.0,fairness,,,,,,,,,,
129.0,mappo_grouped_tarmac_soc_regrouping_source_3f_vt_january,129.0,fairness,,,,,,,,,,
130.0,rbc_baseline_vt_february,129.0,fairness,,,,,,,,,,
,rllib_sac_vt_500_final2,,site_energy,1.0,1.0,,,,,,,,
,mappo_grouped_powernet_global_gmm_static_operational_vt_500_final,,site_energy,2.0,2.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed0,,site_energy,3.0,3.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_comfort15_binary30_degree10_seed0,,site_energy,4.0,4.0,,,,,,,,
,mappo_grouped_commnet_vt_500_final2,,site_energy,5.0,5.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed1,,site_energy,6.0,6.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_three_stage_shared_3f_vt_1500_seed42,,site_energy,7.0,7.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_agglomerative_5f_capacity_router_temp05_vt_500_final,,site_energy,8.0,8.0,,,,,,,,
,mappo_grouped_dial_vt_500_final2,,site_energy,9.0,9.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_agglomerative_5f_capacity_router_vt_500_final,,site_energy,10.0,10.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_vt_500_final_balanced_temperature0.7_warmup50,,site_energy,11.0,11.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_vt_500_final_stable_temperature_1_warmup_100,,site_energy,12.0,12.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_seed3,,site_energy,13.0,13.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_H_heatmean_tempstd_vt_500_seed0,,site_energy,14.0,14.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_agglomerative_5f_no_capacity_router_vt_500_final,,site_energy,15.0,15.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed1,,site_energy,16.0,16.0,,,,,,,,
,mappo_grouped_tarmac_vt_500_final2,,site_energy,17.0,17.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_comfort15_binary30_degree10_seed1,,site_energy,18.0,18.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_C_heatmax_nslmean_vt_500_seed0,,site_energy,19.0,19.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_gated_vt_500_final2,,site_energy,20.0,20.0,,,,,,,,
,mappo_grouped_powernet_global_kmeans_capacity_load_5f_vt_500_final,,site_energy,21.0,21.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_vt_500_final_sharp_temperature_0.5_warmup_50,,site_energy,22.0,22.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_vt_500_final2,,site_energy,23.0,23.0,,,,,,,,
,mappo_grouped_gat_vt_500_final2,,site_energy,24.0,24.0,,,,,,,,
,mappo_grouped_comm_weighted_default_vt_500_final2,,site_energy,25.0,25.0,,,,,,,,
,mappo_grouped_comm_weighted_a090_b010_vt_500_final2,,site_energy,26.0,26.0,,,,,,,,
,rllib_independent_ppo_vt_80_final2,,site_energy,27.0,27.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_G_heatmean_comfort_vt_500_seed0,,site_energy,28.0,28.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_static_operational_vt_500_final,,site_energy,29.0,29.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_agglomerative_5f_capacity_router_prior05_vt_500_final,,site_energy,30.0,30.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_seed0,,site_energy,31.0,31.0,,,,,,,,
,mappo_grouped_comm_v2_vt_500_final2,,site_energy,32.0,32.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed1,,site_energy,33.0,33.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed2,,site_energy,34.0,34.0,,,,,,,,
,mappo_grouped_tarmac_soc6f_agglomerative_linear_vt_500_seed42,,site_energy,35.0,35.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_3f_linear_vt_500_seed0,,site_energy,36.0,36.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_comfort15_binary30_degree10_seed2,,site_energy,37.0,37.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_linear_vt_500_final2,,site_energy,38.0,38.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_4f_linear_vt_500_seed1,,site_energy,39.0,39.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_F_heatmax_nslmax_vt_500_seed0,,site_energy,40.0,40.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_C_heatmax_nslmean_vt_500_seed1,,site_energy,41.0,41.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_kmeans_capacity_load_5f_linear_vt_500_final,,site_energy,42.0,42.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_gmm_capacity_load_5f_linear_vt_500_seed0,,site_energy,43.0,43.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_4f_linear_vt_500_seed3,,site_energy,44.0,44.0,,,,,,,,
,mappo_grouped_tarmac_energy4f_agglomerative_linear_vt_500_seed1,,site_energy,45.0,45.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_comfort15_binary30_degree10_seed1,,site_energy,46.0,46.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_seed2,,site_energy,47.0,47.0,,,,,,,,
,mappo_grouped_vt_500_final3,,site_energy,48.0,48.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_seed3,,site_energy,49.0,49.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_seed3,,site_energy,50.0,50.0,,,,,,,,
,mappo_grouped_tarmac_energy4f_agglomerative_linear_vt_500_seed0,,site_energy,51.0,51.0,,,,,,,,
,mappo_grouped_powernet_global_agglomerative_capacity_load_4f_vt_500_final,,site_energy,52.0,52.0,,,,,,,,
,mappo_grouped_powernet_global_agglomerative_static_operational_vt_500_final,,site_energy,53.0,53.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_4f_linear_vt_500_seed2,,site_energy,54.0,54.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_5f_linear_vt_500_seed0,,site_energy,55.0,55.0,,,,,,,,
,rbc_baseline_vt_february,,site_energy,56.0,56.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_routeronly500_temp05_prior1_vt_500_final,,site_energy,57.0,57.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_3f_linear_vt_500_seed42,,site_energy,58.0,58.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_B_hvac_nslmean_vt_500_seed2,,site_energy,59.0,59.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_G_heatmean_comfort_vt_500_seed1,,site_energy,60.0,60.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_balanced_spectral_capacity_load_3f_linear_vt_500_seed1,,site_energy,61.0,61.0,,,,,,,,
,mappo_grouped_powernet_global_kmeans_static_extended_vt_500_final,,site_energy,62.0,62.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_kmeans_capacity_load_5f_linear_vt_500_seed1,,site_energy,63.0,63.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_E_hvac_nslmax_vt_500_seed1,,site_energy,64.0,64.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_kmeans_operational_profile_vt_500_final,,site_energy,65.0,65.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_E_hvac_nslmax_vt_500_seed2,,site_energy,66.0,66.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe1_cvrmse1_comfort15_binary30_degree15_seed2,,site_energy,67.0,67.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_nmbe5_cvrmse5_comfort10_binary10_degree15_seed2,,site_energy,68.0,68.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_cooling_3f_linear_tx_aug_sep_500_seed1,,site_energy,69.0,69.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_capacity_load_3f_linear_vt_500_final,,site_energy,70.0,70.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_gmm_static_operational_vt_500_final,,site_energy,71.0,71.0,,,,,,,,
,mappo_grouped_powernet_global_vt_500_final2,,site_energy,72.0,72.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_H_heatmean_tempstd_vt_500_seed2,,site_energy,73.0,73.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_full_expert_stable_heads_3f_vt_seed0,,site_energy,74.0,74.0,,,,,,,,
,mappo_grouped_tarmac_soft_router_twostage_3f_expert_freeze200_temp05_prior1_no_capacity_vt_500_final,,site_energy,75.0,75.0,,,,,,,,
,mappo_grouped_tarmac_energy4f_agglomerative_linear_vt_500_seed42,,site_energy,76.0,76.0,,,,,,,,
,mappo_grouped_tarmac_hybrid_agglomerative_3f_D_heatmean_nslmax_vt_500_seed1,,site_energy,77.0,77.0,,,,,,,,
,mappo_grouped_comm_weighted_a055_b045_vt_500_final2,,site_energy,78.0,78.0,,,,,,,,
