episode,phase,episode_reward_sum,router_alpha,gate_entropy,gate_max,gate_static_weight,gate_balance_loss,expert_usage_l1_delta,actor_grad_norm,policy_loss,lr_experts,lr_router,expert_0_mean,expert_1_mean,expert_2_mean,expert_3_mean,expert_4_mean,primary/load_tracking/nmbe_pct,primary/load_tracking/cv_rmse_pct,primary/thermal_comfort/portfolio_exceedance_pct
17,static_actor,-24185.343601226807,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.5403876915574074,-0.026980208093300463,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-2.3582009925894774,38.417917871159766,66.09677419354838
18,static_actor,-24040.080696105957,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.5729742616415023,-0.029067755187134024,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-1.9292374454288417,40.08394214523889,65.80645161290323
19,static_actor,-23773.30849647522,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.5824926204979419,-0.02945581731983111,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-2.1434320412252967,41.2131728393904,65.04301075268816
20,static_actor,-23906.13087081909,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.6061312034726143,-0.02941580723563675,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-4.712182630783358,38.65357932423664,65.9731182795699
21,static_actor,-23514.339059829712,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.6054140217602253,-0.03369488071766682,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-5.717960299515505,39.20259143526386,65.5215053763441
22,static_actor,-23340.167510032654,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.6797084465622902,-0.03284871376818046,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-8.031290209468084,39.11513735539171,65.15053763440861
23,static_actor,-23102.100832939148,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.6274408526718617,-0.037304453225806354,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-10.302976481729367,40.83636087553902,64.88709677419355
24,static_actor,-23002.04081916809,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.6499812752008438,-0.03780721586663276,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-9.759379084554187,40.35659479181029,64.62903225806451
25,static_actor,-22886.33489227295,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.7264013275504112,-0.039554578415118155,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-10.258504710090225,39.48103890901477,64.6236559139785
26,static_actor,-22685.04776573181,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.671096745878458,-0.03767390063439961,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-10.303158596875114,40.53876279828172,64.46774193548387
27,static_actor,-22532.785975456238,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.6916548810899258,-0.03657769121346064,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-11.8370775717806,40.19419429977141,64.46774193548387
28,static_actor,-22385.973846435547,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.7694188386201859,-0.03917441992671229,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-11.31975783812785,40.156245688598204,63.90860215053763
29,static_actor,-22368.611221313477,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.7907096847891808,-0.04225442377792206,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-11.25508972046832,39.58717024938594,63.752688172043015
30,static_actor,-22276.609006881714,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.8646829754114151,-0.040995917850523256,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-9.696020097481743,38.934605694225255,63.02150537634409
31,static_actor,-21979.69585609436,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.7901780366897583,-0.04188389731571078,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-9.877747209776294,40.06854121793213,62.784946236559136
32,static_actor,-22222.3163728714,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.810139362514019,-0.03988097319379449,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-8.967704417353323,41.32528251011828,62.645161290322584
33,static_actor,-21945.75039291382,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.7914429873228073,-0.04315334923157934,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-11.65968416245664,41.88473118700193,63.05376344086021
34,static_actor,-22103.993079185486,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.8577257886528968,-0.04124583870288916,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-12.475405581979219,41.707824605154734,63.23118279569893
35,static_actor,-22060.827677726746,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.9774876207113266,-0.04087933647388127,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-12.071823762569219,41.92244489648028,62.83333333333333
36,static_actor,-21977.296956062317,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.9787257492542267,-0.03883832562714815,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-8.98333204837912,41.80779256815281,61.967741935483865
37,static_actor,-21778.653599739075,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.901923482120037,-0.04210832717071753,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-10.081374780460436,42.89512547856941,61.645161290322584
38,static_actor,-21480.36300754547,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.916099663078785,-0.042285873858782,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-10.585946625590296,42.9206632383939,60.822580645161295
39,static_actor,-21649.75186920166,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.8696138054132462,-0.043209073733305556,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-10.117763375564055,40.98874393110625,61.005376344086024
40,static_actor,-21411.909712791443,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.9328357771039009,-0.041293741087429225,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-9.648704138110716,41.92188180595666,60.89784946236559
41,static_actor,-21484.375171661377,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.9589730069041252,-0.04372123771463521,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.846011106455664,39.851113070894186,60.53225806451613
42,static_actor,-21814.922446250916,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.9943816587328911,-0.04123459847760387,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-5.931159918296201,39.51158398138668,61.36021505376345
43,static_actor,-21398.134342193604,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.9260712206363678,-0.04501169613795355,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.578219818522452,40.58861298952564,60.62365591397849
44,static_actor,-21746.690611839294,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.888375747203827,-0.04403099205519538,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-8.309109457769354,40.75951292246683,60.75806451612903
45,static_actor,-21540.652596473694,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.9908542290329934,-0.0416532073286362,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-8.217395360568247,40.9278331138647,60.59139784946237
46,static_actor,-21181.152194023132,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.9090766876935958,-0.04437537319608964,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-8.014639135772752,38.76731199459252,59.34408602150537
47,static_actor,-21368.089673042297,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.9786004975438118,-0.04404016343178228,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.7462009538386525,39.949110443916425,59.87096774193549
48,static_actor,-21058.05451107025,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.0350351810455323,-0.044355085084680466,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.845476658845054,39.31415617516472,59.62365591397849
49,static_actor,-21119.254851341248,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.0053880736231804,-0.042817269521765414,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-9.034046197947413,39.70045935162891,59.89247311827957
50,static_actor,-21052.748658180237,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.1186222195625306,-0.04463384902337566,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-8.508326287494082,39.005545457355424,59.14516129032258
51,static_actor,-21031.62348651886,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.1575532868504523,-0.039481704245554285,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-8.800582509978815,40.427275202761884,59.553763440860216
52,static_actor,-21297.973603248596,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.0317541524767875,-0.042423898963897956,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.257159484112406,40.008094793944785,60.18817204301076
53,static_actor,-21038.677825927734,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.0338810980319977,-0.04006564494484337,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.168485638415671,41.474028707036545,59.3494623655914
54,static_actor,-20985.33898639679,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.0695021450519562,-0.04228740663966164,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.055157412476251,41.223169731884965,59.096774193548384
55,static_actor,-21191.340987205505,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.7550841629505158,-0.009964505129028111,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-8.643746117106922,41.1120530009769,59.55913978494623
56,static_actor,-21142.917021751404,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.0340398788452148,-0.038724262558389455,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.90805111866682,39.331230228305486,59.40860215053764
57,static_actor,-20960.490929603577,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.0753076791763305,-0.04192409899260383,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.684266714121167,40.25682340776623,59.037634408602145
58,static_actor,-21335.110281944275,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.0734992176294327,-0.04044855068677862,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-5.486064802043181,39.86531966572795,59.39247311827957
59,static_actor,-21102.736360549927,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.124002104997635,-0.04206745555566158,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-6.017606062470963,40.03896147828456,58.53225806451613
60,static_actor,-20677.400599479675,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.1984126359224319,-0.039779759934026514,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.272492248597706,40.97205262883684,58.27956989247311
61,static_actor,-20854.8453540802,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.091430914402008,-0.04271774932858534,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-8.47311202315711,41.55760939583437,58.79032258064516
62,static_actor,-20632.219148635864,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.1327806070446969,-0.03998763629933819,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.656171844446981,40.672930687758274,58.02150537634409
63,static_actor,-20736.55851173401,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,0.9800002202391624,-0.04319169034133665,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.12086676069972,40.47175464879225,57.86559139784946
64,static_actor,-20455.311526298523,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.043447409570217,-0.04098678218433634,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.145826971507023,39.854054806944596,57.39784946236559
65,static_actor,-20648.05327606201,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,2.2834278270602226,0.0024088185076834635,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-6.967958625845765,40.876519697011,57.876344086021504
66,static_actor,-20345.61379623413,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.2848490998148918,-0.03589033477474004,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-6.036344390069972,41.765681310476005,57.40860215053763
67,static_actor,-20481.33498954773,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.0411912366747855,-0.042458137549692763,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-6.14591782181606,42.45797543862669,58.01075268817204
68,static_actor,-20530.35013771057,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.0965653195977212,-0.03816581197606865,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-6.145594862725594,42.73910548557727,58.17204301075268
69,static_actor,-20521.925664901733,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.254195660352707,-0.03921894314698875,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-5.203840094662647,43.04497814747661,57.49999999999999
70,static_actor,-20247.735030174255,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.2162058979272843,-0.040557862175046464,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.336691279232069,43.573184114213426,57.774193548387096
71,static_actor,-20419.877687454224,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.1302747562527657,-0.04067048327997327,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-8.440795153598042,43.93303051010673,57.67741935483871
72,static_actor,-20264.90169620514,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.120686998963356,-0.042342563217971474,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.424918601677486,43.12213357129806,57.32795698924731
73,static_actor,-20272.6854224205,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.3372225686907768,-0.03684627159964293,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-6.261642771306011,44.3222028551865,57.09139784946237
74,static_actor,-20104.669144630432,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.2648933738470078,-0.043301538623154556,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-8.355169187004757,43.53237765122174,57.24731182795699
75,static_actor,-20184.141793251038,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.1997428238391876,-0.043534851889126,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.8116962879676715,43.38418780072173,57.505376344086024
76,static_actor,-20030.375968933105,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.2613692328333854,-0.04298067534691654,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.537829853665652,44.34040199045154,56.446236559139784
77,static_actor,-19705.46453666687,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.3615748539566994,-0.040675529946020104,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-9.414023039738794,44.3651242464901,56.225806451612904
78,static_actor,-19588.60156726837,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.2518137842416763,-0.043504945273161864,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.809037708399343,43.78582401834692,55.956989247311824
79,static_actor,-19673.806393623352,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.294105949997902,-0.04223191600613063,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-6.3122327176613595,44.30786923841636,55.69354838709677
80,static_actor,-20019.992434501648,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.2492040514945983,-0.04119228609488346,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.113238106905248,43.579160347717654,56.84408602150538
81,static_actor,-19638.460468292236,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.2304638400673866,-0.04347547592187766,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-6.010896601348652,43.84512191292857,55.5483870967742
82,static_actor,-19789.719588279724,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.3254694119095802,-0.042415833252016456,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-5.200489564608654,43.25796784409419,56.28494623655914
83,static_actor,-19619.82305908203,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.3869884595274926,-0.02507105114054866,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.829726781539192,43.81715050193929,56.01075268817204
84,static_actor,-19421.949542045593,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.3886989921331405,-0.04063007530858158,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-5.7016812244495405,41.27608217723499,55.25806451612903
85,static_actor,-19428.382042884827,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.3508385241031646,-0.03982078549670405,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-7.702807148251495,41.73922188918414,55.24193548387096
86,static_actor,-19306.588198661804,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.2681275710463524,-0.043305420759133996,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-4.466010144415099,41.35499976473794,55.21505376344086
87,static_actor,-19312.238605499268,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.2502933472394944,-0.04600640664139064,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-4.533245233185331,40.79624363349149,54.98924731182796
88,static_actor,-19251.604632377625,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.3872679084539414,-0.04447171692718257,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-5.034081179867448,40.8893236465122,54.58602150537635
89,static_actor,-19140.656664848328,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.4265872523188592,-0.03908346945827361,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-3.509727218119243,40.88686142893086,53.87096774193548
90,static_actor,-19015.55319595337,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.2807763397693634,-0.044674434576154456,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-2.5552483765977967,40.96002797221266,53.11290322580645
91,static_actor,-18978.800899505615,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.409399577975273,-0.04183766773567186,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-5.181268899663671,42.3197854027294,53.962365591397855
92,static_actor,-19054.25203704834,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.4058829545974731,-0.044332062627654524,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-4.2810392715266286,41.12805515112861,53.8010752688172
93,static_actor,-18563.25972557068,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.3656465023756028,-0.037121862772073654,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-2.7756533798422285,40.55483198626029,52.52150537634409
94,static_actor,-18648.23245048523,0.0,7.368272463281755e-07,1.0,1.0,0.0,0.0,1.3541382431983948,-0.04563368044910021,0.0003,0.0,0.23999999463558197,0.20000000298023224,0.4000000059604645,0.07999999821186066,0.07999999821186066,-5.036403021916986,41.486060219337176,52.295698924731184
